id,name,latitude,longitude,url,category,address,phone_number,check_ins,rating
4e812db0823143eeac315e57,Mellow Mushroom Pizza Bakers,38.92155641477287,-77.04255402088165,http://mellowmushroom.com/store/adams-morgan,Pizza Place,"2436 18th St NW (at Columbia Rd. NW)
Washington, D.C. 20009
United States",(202) 290-2778,8514,8.2
4708fa5af964a520684b1fe3,Meze,38.921404,-77.042277375,http://www.mezedc.com,Eastern European Restaurant,"2437 18th St NW
Washington, D.C. 20009
United States",(202) 797-0017,2726,8.1
4f0f0f940039a4c198967f3d,Mintwood Place,38.9220468056604,-77.04355716705322,http://www.mintwoodplace.com,New American Restaurant,"1813 Columbia Rd NW (at Biltmore St NW)
Washington, D.C. 20009
United States",(202) 234-6732,4481,8.9
4a665a3cf964a52071c81fe3,Napoleon Bistro Lounge,38.92119859090704,-77.04378291254771,http://www.napoleondc.com,French Restaurant,"1847 Columbia Rd NW (at Mintwood Pl. NW)
Washington, D.C. 20009
United States",(202) 299-9630,4016,7.6
40b13b00f964a520d0f41ee3,Perry's Restaurant,38.922108,-77.0435,http://www.perrysadamsmorgan.com,Sushi Restaurant,"1811 Columbia Rd NW (at Biltmore St)
Washington, D.C. 20009
United States",(202) 234-6218,4813,7.7
52b872f911d29ad9c6ec2dea,Roofers Union,38.921824690177345,-77.04257735605097,http://www.roofersuniondc.com,Bar,"2446 18th St NW
Washington, D.C. 20009
United States",(202) 232-7663,2956,7.8
40b13b00f964a520f2f41ee3,Rumba Café,38.92158444507915,-77.04229862955813,http://rumbacafe.com,Latin American Restaurant,"2443 18th St NW
Washington, D.C. 20009
United States",(202) 588-5501,1987,8.5
4e7cc983814d486217ae4768,Smoke & Barrel,38.92227008889898,-77.04229921102524,http://smokeandbarreldc.com,BBQ Joint,"2471 18th St NW
Washington, D.C. 20009
United States",(202) 319-9353,6915,9.0
542eed09498e0f6206a68f1a,Songbyrd Record Cafe,38.92224788935862,-77.04254601132281,http://songbyrddc.com,Café,"2477 18th St NW (at Columbia Rd NW)
Washington, D.C. 20009
United States",(202) 450-2917,268,8.1
40b3de00f964a5201e001fe3,Soussi,38.91962872065375,-77.04177013045485,http://soussiindc.com,Hookah Bar,"2228 18th St NW (at Kalorama Rd NW)
Washington, D.C. 20009
United States",(202) 299-9314,3679,6.7
4f0cde6ee4b0575167dfe779,Southern Hospitality,38.92317706653747,-77.04268656891797,http://www.sohodc.com,Southern / Soul Food Restaurant,"1815 Adams Mill Rd NW (18th Street NW & Columbia Road)
Washington, D.C. 20009
United States",(202) 588-0411,5372,8.1
4a8f4fe7f964a520db1420e3,Tono Sushi,38.92390247133232,-77.05163693969448,http://www.tonosushi.com,Sushi Restaurant,"2605 Connecticut Ave NW (at Calvert St NW)
Washington, D.C. 20008
United States",(202) 332-7300,3035,8.5
4a502b10f964a52004b01fe3,Town Tavern,38.920298077116726,-77.0417332649231,http://www.towntaverndc.com,Bar,"2323 18th St NW (btwn Belmont & Kalorama Rd NW)
Washington, D.C. 20009
United States",(202) 387-8696,8795,6.8
3fd66200f964a520d2f11ee3,Tryst,38.92193620716051,-77.04222679138184,http://trystdc.com,Coffee Shop,"2459 18th St NW (btwn Columbia Rd & Belmont Rd NW)
Washington, D.C. 20009
United States",(202) 232-5500,20647,9.2
4a29fb4af964a520fd951fe3,Ventnor Sports Cafe,38.920777501730555,-77.04205124728693,http://www.ventnorsportscafe.com,Sports Bar,"2411 18th St NW (at Belmont Rd)
Washington, D.C. 20009
United States",(202) 234-3070,4639,7.2
52017ae6498eb69dd3a69cff,Uniontown Bar and Grill,38.865055,-76.98973,,Southern / Soul Food Restaurant,"2200 martin luther king jr SE
Washington, D.C. 20020
United States",,351,5.7
4ebbfe504fc61a72fca70b7c,Bacio Pizzeria,38.91493684954824,-77.0116938650608,http://www.baciopizzeria.com,Pizza Place,"81 Seaton Pl NW (at 1st St NW)
Washington, D.C. 20001
United States",(202) 232-2246,970,8.3
49ba7795f964a52066531fe3,Big Bear Cafe,38.91277,-77.012359,http://www.bigbearcafe-dc.com,Café,"1700 1st St NW (at R St. NW)
Washington, D.C. 20001
United States",(202) 643-9222,12665,9.0
4e76b8cbfa7605970194e367,Boundary Stone Public House,38.915469278018875,-77.01281159729828,http://boundarystonedc.com,Pub,"116 Rhode Island Ave NW (btwn 1st & 2nd St. NW)
Washington, D.C. 20001
United States",(202) 621-6635,11395,9.1
545aba38498eb1e87142f804,El Camino,38.91548357606831,-77.0127722314731,,Mexican Restaurant,"108 Rhode Island Ave NW (at 1st St NW)
Washington, D.C. 20001
United States",,533,7.1
53ed662a498e4e94573eb294,Meats & Foods,38.91378497221987,-77.0158202332653,http://meatsandfoods.com,Hot Dog Joint,"247 Florida Ave NW
Washington, D.C. 20001
United States",(202) 505-1384,303,8.1
55d0b3b4498e5e99b84be866,Old Engine 12 Restaurant,38.91194135251856,-77.00930236497024,,New American Restaurant,"1626 N Capitol Ave NE (Florida Ave NE)
Wasington, D.C.
United States",,77,7.2
526ebd5e11d280106e91b2a3,The Pub & The People,38.91241906297947,-77.00924050259233,http://www.thepubandthepeople.com,Pub,"1648 N Capitol St NW (at R St NW)
Washington, D.C. 20002
United States",(202) 796-5820,360,8.8
5169ffe1498e05224b502c50,The Red Hen,38.91497650199791,-77.01236307621002,http://www.theredhendc.com,Italian Restaurant,"1822 1st St NW (at Seaton Pl NW)
Washington, D.C. 20001
United States",,2481,9.6
51a954a7498ef99d6b9875dc,Showtime,38.915611950364834,-77.01258664955367,,Dive Bar,"113 Rhode Island Ave NW
Washington, D.C.
United States",,1958,8.4
4c5b5a636147be9ae8878c09,Rustik Tavern,38.91541476443963,-77.01195538043976,http://www.rustikdc.com,Pub,"84 T St NW (at 1st St NW)
Washington, D.C. 20001
United States",(202) 290-2936,4503,7.6
54404dd2498e13ae02267ac9,The Washington Firehouse Restaurant,38.91195847373142,-77.00917864018288,http://washingtonfirehouse.com,American Restaurant,"1626 N Capitol St NW (at Quincy Pl NW)
Washington, D.C. 20002
United States",(202) 299-9128,432,6.2
4bdd1f26b0f5c928cfd04be3,Carolina Restaurant,38.93717388,-77.03278541564718,http://eatatcarolinas.com,Latin American Restaurant,"3700 14th St NW
Washington, D.C. 20010
United States",(202) 829-4668,96,
52c8457d498eaad41f2a1469,simple bar and grill,38.96074211204461,-77.02796648993841,,American Restaurant,"Washington, D.C.
United States",,96,
53ef5f6f498ea6fcd9783027,Brookland Pint,38.932506974997494,-76.99513792991638,http://brooklandpint.com,Bar,"716 Monroe St NE
Washington, D.C. 20017
United States",(202) 758-2757,990,7.1
4ad5d6c2f964a520b20321e3,The Brookland Cafe,38.935689,-76.99113070964813,http://www.bcafedc.com,New American Restaurant,"3740 12th St NE (at Perry St NE)
Washington, D.C. 20017
United States",(202) 635-6307,1078,7.1
524c4ff98bbdd710122a6c64,Brookland's Finest Bar & Kitchen,38.92940226224098,-76.99094295501709,,American Restaurant,"3128 12th St NE (at Jackson St NE)
Washington, D.C. 20017
United States",,1173,9.1
557a0801498ef3eed499ba96,The Dew Drop Inn DC,38.92601596394609,-76.9949213259142,http://www.dewdropinndc.com,Bar,"2801 8th St NE (at Franklin St NE)
Washington, D.C.
United States",(209) 353-3767,152,8.0
558c9263498e24a84a6ec245,Nido,38.930595756611375,-76.97353005409241,http://nido-dc.com,Mediterranean Restaurant,"2214 Rhode Island Ave NE
Washington, D.C. 20018
United States",(202) 627-2815,57,8.1
4cbf179097bc721eab7c8367,Silvestre Cafe,38.927716,-76.990819,,Latin American Restaurant,"3000 12th Street NE (Hamlin St.)
Washington, D.C.
United States",,348,7.1
4d1ffdb4dd6a236a53f73338,Taste Lounge,38.92837246,-76.9783112,,Lounge,"1812 Hamlin St NE (Rhode Island)
Washington, D.C. 20018
United States",,307,6.4
538a80ca498ee9aa7b7aa0a0,Smith Public Trust,38.932979199114435,-76.99119221383553,http://smithpublictrustdc.com,Gastropub,"3514 12th St NE (at Monroe St NE)
Washington, D.C. 20017
United States",(202) 733-5834,640,8.1
4eb2b5c2490126a57058105a,Menomalé Pizza Napoletana,38.924923021551976,-76.99034850745426,http://menomale.us,Pizza Place,"2711 12th St NE (at Evarts St NE)
Washington, D.C. 20018
United States",(202) 248-3946,1935,9.4
4b2c3dd8f964a52078c424e3,San Antonio Bar & Grill,38.93766,-76.990699,http://www.sanantoniogrilldc.com,Latin American Restaurant,"3908 12th Street NE (Randolph Street)
Washington, D.C. 20007
United States",(202) 832-8080,3299,7.6
53ab5a71498e6ff2262cd7f3,Steel Plate,38.933253,-76.990868,http://steelplatedc.com,American Restaurant,"3523 12th St NE
Washington, D.C. 20017
United States",(202) 290-2310,375,9.0
40e4a580f964a520f0091fe3,201 Bar,38.8949634919677,-77.00342529825723,http://201bar.com,Gastropub,"201 Massachusetts Ave NE (btw D & E St NE)
Washington, D.C. 20002
United States",(202) 544-5201,3732,6.0
4bf0569fa09076b012b129d4,Acqua Al 2,38.88684482824322,-76.99596673250198,http://www.acquaal2dc.com,Italian Restaurant,"212 7th St SE (btwn Independence Ave & C St SE)
Washington, D.C. 20003
United States",(202) 525-4375,3719,8.8
50c62fe9e4b078192331546a,Ambar Balkan Cuisine,38.882082309709475,-76.99518005342844,http://www.ambarrestaurant.com,Eastern European Restaurant,"523 8th St SE
Washington, D.C. 20003
United States",(202) 813-3039,2541,8.8
4a954a29f964a520de2220e3,Art and Soul,38.895305243090164,-77.0112369543239,http://www.affinia.com,Southern / Soul Food Restaurant,"415 New Jersey Ave NW (btwn D & E Sts. NW)
Washington, D.C. 20001
United States",(202) 393-7777,5607,8.2
52d89cc9498e31e45143fff0,Barrel,38.88529643779167,-76.99777854704647,http://barreldc.com,Restaurant,"613 Pennsylvania Ave SE (at 6th St SE)
Washington, D.C. 20003
United States",(202) 543-3622,1236,8.0
4a24be9bf964a5203e7e1fe3,Bistro Bis,38.89619866534599,-77.00975227222423,http://bistrobis.com,French Restaurant,"15 E St NW (at North Capitol St NW)
Washington, D.C. 20001
United States",(202) 661-2700,3586,7.9
4b5c7053f964a520e02f29e3,Bistro Cacao,38.894406428153715,-77.00116217136383,http://bistrocacao.com,French Restaurant,"320 Massachusetts Ave NE
Washington, D.C. 20002
United States",(202) 546-4737,1634,7.9
50fbe7b7e4b084af5c01457c,Béarnaise,38.88670047616909,-77.00149058438093,http://www.bearnaiserestaurant.com,French Restaurant,"315 Pennsylvania Ave SE
Washington, D.C. 20003
United States",(202) 450-4800,1180,7.9
50ddff55e4b03fabdf051f03,Beuchert's Saloon,38.88504395275266,-76.99753107385784,http://beuchertssaloon.com,American Restaurant,"623 Pennsylvania Ave SE (7th St & Pennsylvania Ave)
Washington, D.C. 20003
United States",(202) 733-1384,1790,8.7
4a9ddee2f964a520b93920e3,Billy Goat Tavern,38.896748,-77.0118224,,Burger Joint,"500 New Jersey Ave NW
Washington, D.C. 20001
United States",(202) 783-2123,1847,5.7
4d3b454449cb236a1a90c247,Bullfeathers,38.88468601287214,-77.00583457946777,http://www.bullfeathersdc.com,American Restaurant,"410 1st St SE (btwn D & E St SE)
Washington, D.C. 20003
United States",(202) 484-0228,7490,7.3
4a7793e2f964a520d7e41fe3,Cafe Berlin On Capitol Hill,38.89439467643823,-77.00103502226953,http://cafeberlin-dc.com,German Restaurant,"322 Massachusetts Ave NE
Washington, D.C. 20002
United States",(202) 543-7656,1585,9.0
4b0b22a4f964a5207d2d23e3,Capitol Hill Tandoor & Grill,38.883047,-76.995082,http://www.capitolhillgrill.com,Indian Restaurant,"419 8th St SE (btwn D & E Sts. SE)
Washington, D.C. 20003
United States",(202) 547-3233,795,7.5
4a6f8e4af964a52080d61fe3,Charlie Palmer Steak,38.89274115444823,-77.01233920655265,http://www.charliepalmer.com/charlie-palmer-steak-dc/,Steakhouse,"101 Constitution Ave NW
Washington, D.C. 20001
United States",(202) 547-8100,3607,9.2
4edd597f9adfe5cbe2b5cbfd,Boxcar Tavern,38.8865504342942,-76.99592811031691,http://boxcardc.com/index.html,Gastropub,"224 7th St SE (btwn C St. & North Carolina Ave. SE)
Washington, D.C. 20003
United States",(202) 544-0518,3677,6.5
40b13b00f964a52033f41ee3,Capitol Lounge,38.88707716731544,-77.00236795844707,http://capitolloungedc.com,Bar,"229 Pennsylvania Ave SE (at 2nd St SE)
Washington, D.C. 20003
United States",(202) 547-2098,10446,6.9
4a58bc70f964a520bcb71fe3,Cava Mezze,38.8818402014718,-76.9951942563057,http://cavamezze.com,Greek Restaurant,"527 8th St SE
Washington, D.C. 20003
United States",(202) 543-9090,8008,9.0
4d50c596c305b60ceeaa891e,Federal City Bar,38.896853095689885,-77.01106261759473,,Hotel Bar,"Washington, D.C. 20001
United States",,49,
55aeac09498e7e70bfc81b89,Garrison,38.881846465305124,-76.99473828077316,http://garrisondc.com,New American Restaurant,"524 8th St SE
Washington, D.C. 20003
United States",(202) 506-2445,71,
4a42c077f964a5202fa61fe3,Good Stuff Eatery,38.88670285787428,-77.0018219947815,http://www.goodstuffeatery.com,Burger Joint,"303 Pennsylvania Ave SE (at 3rd St. SE)
Washington, D.C. 20003
United States",(202) 543-8222,15784,9.1
4e6fe6a01838d30a8277ee9b,The Hamilton,38.89750002724345,-77.0320430853842,http://thehamiltondc.com,Nightlife Spot,"600 14th St NW (at F St NW)
Washington, D.C. 20005
United States",(202) 787-1000,26567,8.9
4f32831719836c91c7df040a,Hawk 'n' Dove,38.886566,-77.00109,,Bar,"329 Pennsylvania Ave SE (4th St SE)
Washington, D.C. 20003
United States",(202) 547-0030,3246,6.0
4ad0f5b9f964a5207ddb20e3,Hunan Dynasty,38.887308,-77.002874,http://www.hunandynastydc.com,Asian Restaurant,"215 Pennsylvania Ave SE (2nd Street)
Washington, D.C. 20003
United States",(202) 546-6161,660,5.9
40b13b00f964a52056f41ee3,Dubliner Restaurant & Pub,38.89711604908964,-77.00935900211334,http://www.marriott.com/hotels/travel/phfoy-newport-news-marriott-at-city-center/,Irish Pub,"520 N Capitol St NW (at Massachusetts Ave NW)
Washington, D.C. 20001
United States",(202) 737-3773,9356,7.5
4a5fc82af964a52037c01fe3,La Loma,38.89449828140372,-77.00114339590073,http://lalomarestaurantdc.com,Mexican Restaurant,"316 Massachusetts Ave. NE (btwn 3rd & 4th St. NE)
Washington, D.C. 20002
United States",(202) 548-2550,2420,6.5
4a6398b6f964a52069c51fe3,La Lomita,38.88117856666667,-76.98675228333333,,Mexican Restaurant,"1330 Pennsylvania Ave SE
Washington, D.C. 20003
United States",(202) 546-3109,1730,7.6
443bc104f964a5202a321fe3,Matchbox Vintage Pizza Bistro,38.89996124854683,-77.02259570360184,http://www.matchboxchinatown.com,Pizza Place,"713 H St NW (btwn 7th & 8th St NW)
Washington, D.C. 20001
United States",(202) 289-4441,22657,9.3
4a9e9e57f964a520a13a20e3,Momoyama,38.89313,-77.013673,,Sushi Restaurant,"231 2nd St NW (btwn Constitution Ave NW and C St NW)
Washington, D.C. 20001
United States",(202) 737-0397,950,7.1
4ae1e89af964a5209e8821e3,The Monocle,38.894743647217076,-77.0053149890254,http://themonocle.com,American Restaurant,"107 D St NE (at 1st St NE)
Washington, D.C. 20002
United States",(202) 546-4488,1308,6.5
553ec55f498e03267eea8af3,Nana Thai,38.88366205299923,-76.99494382398078,,Thai Restaurant,"Washington, D.C.
United States",,31,
4a5e592cf964a52068be1fe3,Johnny's Half Shell,38.89548420420873,-77.00924050259233,http://johnnyshalfshell.net,Seafood Restaurant,"400 N Capitol St NW (at E St NW)
Washington, D.C. 20001
United States",(202) 737-0400,2816,8.3
40b13b00f964a5208ff41ee3,Kelly's Irish Times,38.89713692404222,-77.0097827911377,http://www.kellysirishtimesdc.com,Irish Pub,"14 F St NW
Washington, D.C. 20001
United States",(202) 543-5433,9470,7.1
4e1cec54a809ef911eb77991,Lavagna,38.88157885280998,-76.99509006131204,http://www.lavagnadc.com,Italian Restaurant,"539 8th St SE
Washington, D.C. 20003
United States",(202) 546-5006,3016,8.3
557c50d2498ed26458bc50b1,Romeo & Juliet,38.89432573154177,-77.0019630173581,http://www.romeoandjulietdc.com/#aboutPage,Modern European Restaurant,"301 Massachusetts Ave NE (at 3rd St NE)
Washington, D.C. 20001
United States",(202) 748-5400,48,
54ef1f12498ee0f30a9e48b6,Stanton & Greene,38.88658352305546,-77.00136122741192,http://www.stantonandgreene.com,Cocktail Bar,"319 Pennsylvania Ave SE
Washington, D.C. 20003
United States",(202) 525-3325,172,
4b7ae6d6f964a520e9442fe3,Ted's Bulletin,38.882347570180826,-76.99513792991638,http://www.tedsbulletin.com,American Restaurant,"505 8th St SE (btwn E & G St SE)
Washington, D.C. 20003
United States",(202) 544-8337,16370,9.3
40b13b00f964a520b0f41ee3,Mr. Henry's Restaurant,38.88530754660246,-76.99841410088042,http://www.mrhenrysdc.com,American Restaurant,"601 Pennsylvania Ave SE
Washington, D.C. 20003
United States",(202) 546-8412,4291,8.2
40b13b00f964a52046f31ee3,Tune Inn Restaurant & Bar,38.88637879982066,-77.0010518949708,,Dive Bar,"331 Pennsylvania Ave SE (4th St)
Washington, D.C. 20003
United States",(202) 543-2725,6293,8.6
4c3515d97cc0c9b65f7cf49a,"We, The Pizza",38.88664022379776,-77.00170129537582,http://www.wethepizza.com,Pizza Place,"305 Pennsylvania Ave SE (btwn 3rd & 4th St)
Washington, D.C. 20003
United States",(202) 544-4008,9370,8.8
4b06e1c6f964a5201bf222e3,Young Chow,38.88709553333333,-77.001593,http://youngchowdc.com,Chinese Restaurant,"312 Pennsylvania Ave SE
Washington, D.C. 20003
United States",(202) 544-3030,424,7.4
52276eb311d23242fa3164b7,Sona Creamery & Wine Bar,38.884913240033505,-76.99651305384873,http://www.sonacreamery.com,Wine Bar,"660 Pennsylvania Ave SE (7th Street SE)
Washington, D.C. 20003
United States",(202) 758-3556,574,8.4
428bd700f964a5209a231fe3,Sonoma Restaurant and Wine Bar,38.88700456517881,-77.00258730097309,http://www.sonomadc.com,American Restaurant,"223 Pennsylvania Ave SE (at 2nd St. SE)
Washington, D.C. 20003
United States",(202) 544-8088,3629,8.2
4a971c5ef964a520842820e3,Thunder Grill,38.89714234603362,-77.00625982337802,http://www.arkrestaurants.com/thunder_grill.html,American Restaurant,"50 Massachusetts Ave NE (in Union Station)
Washington, D.C. 20002
United States",(202) 898-0051,3504,5.2
3fd66200f964a52047f11ee3,Tortilla Coast,38.88485304154784,-77.00579166412354,http://www.tortillacoast.com,Mexican Restaurant,"400 1st St SE (at D St SE)
Washington, D.C. 20003
United States",(202) 546-6768,8531,8.0
40b13b00f964a52079f71ee3,Tunnicliff's Tavern,38.88659846771609,-76.99595868587494,http://www.tunnicliffs.com,Pub,"222 7th St SE (btwn North Carolina Ave & C St SE)
Washington, D.C. 20003
United States",(202) 544-5680,9218,6.8
